Year,Year Code,State,State Code,Sex,Sex Code,Deaths,Population,Crude Rate
2000,2000,Alabama,01,Female,F,19,2300596,Unreliable
2000,2000,Alabama,01,Male,M,24,2146504,1.1
2000,2000,Alaska,02,Female,F,14,302820,Unreliable
2000,2000,Alaska,02,Male,M,13,324112,Unreliable
2000,2000,Arizona,04,Female,F,56,2569575,2.2
2000,2000,Arizona,04,Male,M,179,2561057,7.0
2000,2000,Arkansas,05,Female,F,Suppressed,1368707,Suppressed
2000,2000,Arkansas,05,Male,M,14,1304693,Unreliable
2000,2000,California,06,Female,F,243,16996756,1.4
2000,2000,California,06,Male,M,769,16874892,4.6
2000,2000,Colorado,08,Female,F,62,2135278,2.9
2000,2000,Colorado,08,Male,M,112,2165983,5.2
2000,2000,Connecticut,09,Female,F,21,1756246,1.2
2000,2000,Connecticut,09,Male,M,144,1649319,8.7
2000,2000,Delaware,10,Female,F,12,403059,Unreliable
2000,2000,Delaware,10,Male,M,17,380541,Unreliable
2000,2000,District of Columbia,11,Female,F,12,302693,Unreliable
2000,2000,District of Columbia,11,Male,M,31,269366,11.5
2000,2000,Florida,12,Female,F,160,8184663,2.0
2000,2000,Florida,12,Male,M,396,7797715,5.1
2000,2000,Georgia,13,Female,F,36,4159340,0.9
2000,2000,Georgia,13,Male,M,79,4027113,2.0
2000,2000,Hawaii,15,Female,F,10,602866,Unreliable
2000,2000,Hawaii,15,Male,M,19,608671,Unreliable
2000,2000,Idaho,16,Female,F,12,645293,Unreliable
2000,2000,Idaho,16,Male,M,16,648660,Unreliable
2000,2000,Illinois,17,Female,F,125,6338957,2.0
2000,2000,Illinois,17,Male,M,433,6080336,7.1
2000,2000,Indiana,18,Female,F,Suppressed,3098011,Suppressed
2000,2000,Indiana,18,Male,M,35,2982474,1.2
2000,2000,Iowa,19,Female,F,Suppressed,1490809,Suppressed
2000,2000,Iowa,19,Male,M,12,1435515,Unreliable
2000,2000,Kansas,20,Female,F,Suppressed,1359944,Suppressed
2000,2000,Kansas,20,Male,M,17,1328474,Unreliable
2000,2000,Kentucky,21,Female,F,25,2066401,1.2
2000,2000,Kentucky,21,Male,M,67,1975368,3.4
2000,2000,Louisiana,22,Female,F,15,2306073,Unreliable
2000,2000,Louisiana,22,Male,M,37,2162903,1.7
2000,2000,Maine,23,Female,F,Suppressed,654614,Suppressed
2000,2000,Maine,23,Male,M,32,620309,5.2
2000,2000,Maryland,24,Female,F,104,2738692,3.8
2000,2000,Maryland,24,Male,M,377,2557794,14.7
2000,2000,Massachusetts,25,Female,F,82,3290281,2.5
2000,2000,Massachusetts,25,Male,M,232,3058816,7.6
2000,2000,Michigan,26,Female,F,47,5065349,0.9
2000,2000,Michigan,26,Male,M,133,4873095,2.7
2000,2000,Minnesota,27,Female,F,17,2483848,Unreliable
2000,2000,Minnesota,27,Male,M,40,2435631,1.6
2000,2000,Mississippi,28,Female,F,Suppressed,1471104,Suppressed
2000,2000,Mississippi,28,Male,M,Suppressed,1373554,Suppressed
2000,2000,Missouri,29,Female,F,44,2875034,1.5
2000,2000,Missouri,29,Male,M,87,2720177,3.2
2000,2000,Montana,30,Female,F,Suppressed,452715,Suppressed
2000,2000,Montana,30,Male,M,Suppressed,449480,Suppressed
2000,2000,Nebraska,31,Female,F,Suppressed,867912,Suppressed
2000,2000,Nebraska,31,Male,M,10,843351,Unreliable
2000,2000,Nevada,32,Female,F,52,980206,5.3
2000,2000,Nevada,32,Male,M,126,1018051,12.4
2000,2000,New Hampshire,33,Female,F,Suppressed,628099,Suppressed
2000,2000,New Hampshire,33,Male,M,23,607687,3.8
2000,2000,New Jersey,34,Female,F,69,4331537,1.6
2000,2000,New Jersey,34,Male,M,281,4082813,6.9
2000,2000,New Mexico,35,Female,F,39,924729,4.2
2000,2000,New Mexico,35,Male,M,141,894317,15.8
2000,2000,New York,36,Female,F,119,9829709,1.2
2000,2000,New York,36,Male,M,375,9146748,4.1
2000,2000,North Carolina,37,Female,F,103,4106618,2.5
2000,2000,North Carolina,37,Male,M,183,3942695,4.6
2000,2000,North Dakota,38,Female,F,Suppressed,321676,Suppressed
2000,2000,North Dakota,38,Male,M,Suppressed,320524,Suppressed
2000,2000,Ohio,39,Female,F,68,5840878,1.2
2000,2000,Ohio,39,Male,M,182,5512262,3.3
2000,2000,Oklahoma,40,Female,F,47,1754759,2.7
2000,2000,Oklahoma,40,Male,M,80,1695895,4.7
2000,2000,Oregon,41,Female,F,35,1724849,2.0
2000,2000,Oregon,41,Male,M,71,1696550,4.2
2000,2000,Pennsylvania,42,Female,F,69,6351391,1.1
2000,2000,Pennsylvania,42,Male,M,250,5929663,4.2
2000,2000,Rhode Island,44,Female,F,17,544684,Unreliable
2000,2000,Rhode Island,44,Male,M,40,503635,7.9
2000,2000,South Carolina,45,Female,F,23,2063083,1.1
2000,2000,South Carolina,45,Male,M,64,1948929,3.3
2000,2000,South Dakota,46,Female,F,Suppressed,380286,Suppressed
2000,2000,South Dakota,46,Male,M,Suppressed,374558,Suppressed
2000,2000,Tennessee,47,Female,F,36,2919008,1.2
2000,2000,Tennessee,47,Male,M,64,2770275,2.3
2000,2000,Texas,48,Female,F,127,10498910,1.2
2000,2000,Texas,48,Male,M,252,10352910,2.4
2000,2000,Utah,49,Female,F,43,1114138,3.9
2000,2000,Utah,49,Male,M,113,1119031,10.1
2000,2000,Vermont,50,Female,F,Suppressed,310490,Suppressed
2000,2000,Vermont,50,Male,M,19,298337,Unreliable
2000,2000,Virginia,51,Female,F,66,3606620,1.8
2000,2000,Virginia,51,Male,M,184,3471895,5.3
2000,2000,Washington,53,Female,F,109,2959821,3.7
2000,2000,Washington,53,Male,M,244,2934300,8.3
2000,2000,West Virginia,54,Female,F,16,929174,Unreliable
2000,2000,West Virginia,54,Male,M,34,879170,3.9
2000,2000,Wisconsin,55,Female,F,43,2714634,1.6
2000,2000,Wisconsin,55,Male,M,69,2649041,2.6
2000,2000,Wyoming,56,Female,F,Suppressed,245408,Suppressed
2000,2000,Wyoming,56,Male,M,Suppressed,248374,Suppressed
2001,2001,Alabama,01,Female,F,21,2309496,0.9
2001,2001,Alabama,01,Male,M,36,2158138,1.7
2001,2001,Alaska,02,Female,F,Suppressed,305579,Suppressed
2001,2001,Alaska,02,Male,M,Suppressed,328135,Suppressed
2001,2001,Arizona,04,Female,F,72,2641676,2.7
2001,2001,Arizona,04,Male,M,193,2631801,7.3
2001,2001,Arkansas,05,Female,F,11,1376845,Unreliable
2001,2001,Arkansas,05,Male,M,19,1314726,Unreliable
2001,2001,California,06,Female,F,134,17294223,0.8
2001,2001,California,06,Male,M,417,17185235,2.4
2001,2001,Colorado,08,Female,F,57,2195705,2.6
2001,2001,Colorado,08,Male,M,135,2229982,6.1
2001,2001,Connecticut,09,Female,F,31,1768959,1.8
2001,2001,Connecticut,09,Male,M,118,1663876,7.1
2001,2001,Delaware,10,Female,F,13,409349,Unreliable
2001,2001,Delaware,10,Male,M,23,386350,6.0
2001,2001,District of Columbia,11,Female,F,11,303740,Unreliable
2001,2001,District of Columbia,11,Male,M,35,270764,12.9
2001,2001,Florida,12,Female,F,236,8372776,2.8
2001,2001,Florida,12,Male,M,610,7984190,7.6
2001,2001,Georgia,13,Female,F,61,4256162,1.4
2001,2001,Georgia,13,Male,M,122,4120876,3.0
2001,2001,Hawaii,15,Female,F,10,609189,Unreliable
2001,2001,Hawaii,15,Male,M,28,616759,4.5
2001,2001,Idaho,16,Female,F,23,658043,3.5
2001,2001,Idaho,16,Male,M,28,661919,4.2
2001,2001,Illinois,17,Female,F,118,6370443,1.9
2001,2001,Illinois,17,Male,M,407,6118002,6.7
2001,2001,Indiana,18,Female,F,20,3120158,0.6
2001,2001,Indiana,18,Male,M,47,3007602,1.6
2001,2001,Iowa,19,Female,F,13,1492287,Unreliable
2001,2001,Iowa,19,Male,M,14,1439710,Unreliable
2001,2001,Kansas,20,Female,F,21,1365966,1.5
2001,2001,Kansas,20,Male,M,26,1336196,1.9
2001,2001,Kentucky,21,Female,F,49,2076871,2.4
2001,2001,Kentucky,21,Male,M,95,1991261,4.8
2001,2001,Louisiana,22,Female,F,21,2308063,0.9
2001,2001,Louisiana,22,Male,M,60,2169812,2.8
2001,2001,Maine,23,Female,F,15,659657,Unreliable
2001,2001,Maine,23,Male,M,40,626035,6.4
2001,2001,Maryland,24,Female,F,104,2779864,3.7
2001,2001,Maryland,24,Male,M,385,2594827,14.8
2001,2001,Massachusetts,25,Female,F,129,3312567,3.9
2001,2001,Massachusetts,25,Male,M,371,3085067,12.0
2001,2001,Michigan,26,Female,F,61,5089289,1.2
2001,2001,Michigan,26,Male,M,131,4901831,2.7
2001,2001,Minnesota,27,Female,F,24,2514149,1.0
2001,2001,Minnesota,27,Male,M,72,2468647,2.9
2001,2001,Mississippi,28,Female,F,10,1473486,Unreliable
2001,2001,Mississippi,28,Male,M,16,1379508,Unreliable
2001,2001,Missouri,29,Female,F,51,2895476,1.8
2001,2001,Missouri,29,Male,M,81,2745666,3.0
2001,2001,Montana,30,Female,F,11,454683,Unreliable
2001,2001,Montana,30,Male,M,Suppressed,452278,Suppressed
2001,2001,Nebraska,31,Female,F,14,871208,Unreliable
2001,2001,Nebraska,31,Male,M,18,848628,Unreliable
2001,2001,Nevada,32,Female,F,71,1030850,6.9
2001,2001,Nevada,32,Male,M,111,1067549,10.4
2001,2001,New Hampshire,33,Female,F,22,637412,3.5
2001,2001,New Hampshire,33,Male,M,31,618105,5.0
2001,2001,New Jersey,34,Female,F,95,4369932,2.2
2001,2001,New Jersey,34,Male,M,302,4122739,7.3
2001,2001,New Mexico,35,Female,F,50,930387,5.4
2001,2001,New Mexico,35,Male,M,101,901303,11.2
2001,2001,New York,36,Female,F,111,9878713,1.1
2001,2001,New York,36,Male,M,500,9204125,5.4
2001,2001,North Carolina,37,Female,F,133,4187317,3.2
2001,2001,North Carolina,37,Male,M,205,4022805,5.1
2001,2001,North Dakota,38,Female,F,Suppressed,319787,Suppressed
2001,2001,North Dakota,38,Male,M,Suppressed,319275,Suppressed
2001,2001,Ohio,39,Female,F,106,5853691,1.8
2001,2001,Ohio,39,Male,M,230,5533713,4.2
2001,2001,Oklahoma,40,Female,F,56,1760052,3.2
2001,2001,Oklahoma,40,Male,M,100,1707048,5.9
2001,2001,Oregon,41,Female,F,57,1747889,3.3
2001,2001,Oregon,41,Male,M,90,1720048,5.2
2001,2001,Pennsylvania,42,Female,F,67,6354395,1.1
2001,2001,Pennsylvania,42,Male,M,185,5944575,3.1
2001,2001,Rhode Island,44,Female,F,27,548974,4.9
2001,2001,Rhode Island,44,Male,M,51,508168,10.0
2001,2001,South Carolina,45,Female,F,27,2089963,1.3
2001,2001,South Carolina,45,Male,M,56,1975032,2.8
2001,2001,South Dakota,46,Female,F,Suppressed,381537,Suppressed
2001,2001,South Dakota,46,Male,M,Suppressed,376435,Suppressed
2001,2001,Tennessee,47,Female,F,43,2948421,1.5
2001,2001,Tennessee,47,Male,M,93,2802368,3.3
2001,2001,Texas,48,Female,F,184,10731190,1.7
2001,2001,Texas,48,Male,M,377,10588432,3.6
2001,2001,Utah,49,Female,F,58,1139182,5.1
2001,2001,Utah,49,Male,M,99,1144533,8.6
2001,2001,Vermont,50,Female,F,12,311779,Unreliable
2001,2001,Vermont,50,Male,M,19,300444,Unreliable
2001,2001,Virginia,51,Female,F,95,3665386,2.6
2001,2001,Virginia,51,Male,M,217,3532976,6.1
2001,2001,Washington,53,Female,F,106,3002080,3.5
2001,2001,Washington,53,Male,M,218,2983642,7.3
2001,2001,West Virginia,54,Female,F,47,923643,5.1
2001,2001,West Virginia,54,Male,M,91,877838,10.4
2001,2001,Wisconsin,55,Female,F,49,2733647,1.8
2001,2001,Wisconsin,55,Male,M,91,2673188,3.4
2001,2001,Wyoming,56,Female,F,Suppressed,245327,Suppressed
2001,2001,Wyoming,56,Male,M,Suppressed,249330,Suppressed
2002,2002,Alabama,01,Female,F,30,2314370,1.3
2002,2002,Alabama,01,Male,M,41,2165719,1.9
2002,2002,Alaska,02,Female,F,Suppressed,309633,Suppressed
2002,2002,Alaska,02,Male,M,Suppressed,332704,Suppressed
2002,2002,Arizona,04,Female,F,103,2704217,3.8
2002,2002,Arizona,04,Male,M,217,2692038,8.1
2002,2002,Arkansas,05,Female,F,37,1383239,2.7
2002,2002,Arkansas,05,Male,M,53,1322688,4.0
2002,2002,California,06,Female,F,462,17498462,2.6
2002,2002,California,06,Male,M,991,17373381,5.7
2002,2002,Colorado,08,Female,F,73,2228665,3.3
2002,2002,Colorado,08,Male,M,123,2261741,5.4
2002,2002,Connecticut,09,Female,F,40,1780500,2.2
2002,2002,Connecticut,09,Male,M,132,1678249,7.9
2002,2002,Delaware,10,Female,F,13,414652,Unreliable
2002,2002,Delaware,10,Male,M,35,391517,8.9
2002,2002,District of Columbia,11,Female,F,10,303146,Unreliable
2002,2002,District of Columbia,11,Male,M,19,270012,Unreliable
2002,2002,Florida,12,Female,F,317,8541734,3.7
2002,2002,Florida,12,Male,M,642,8147636,7.9
2002,2002,Georgia,13,Female,F,69,4327934,1.6
2002,2002,Georgia,13,Male,M,146,4180322,3.5
2002,2002,Hawaii,15,Female,F,11,616192,Unreliable
2002,2002,Hawaii,15,Male,M,35,623421,5.6
2002,2002,Idaho,16,Female,F,21,668686,3.1
2002,2002,Idaho,16,Male,M,24,671686,3.6
2002,2002,Illinois,17,Female,F,147,6387897,2.3
2002,2002,Illinois,17,Male,M,422,6137659,6.9
2002,2002,Indiana,18,Female,F,19,3133342,Unreliable
2002,2002,Indiana,18,Male,M,44,3022625,1.5
2002,2002,Iowa,19,Female,F,17,1491450,Unreliable
2002,2002,Iowa,19,Male,M,20,1442784,1.4
2002,2002,Kansas,20,Female,F,27,1371898,2.0
2002,2002,Kansas,20,Male,M,53,1341637,4.0
2002,2002,Kentucky,21,Female,F,56,2087223,2.7
2002,2002,Kentucky,21,Male,M,121,2002652,6.0
2002,2002,Louisiana,22,Female,F,29,2315524,1.3
2002,2002,Louisiana,22,Male,M,66,2181743,3.0
2002,2002,Maine,23,Female,F,37,664226,5.6
2002,2002,Maine,23,Male,M,54,631734,8.5
2002,2002,Maryland,24,Female,F,144,2815197,5.1
2002,2002,Maryland,24,Male,M,399,2625192,15.2
2002,2002,Massachusetts,25,Female,F,134,3319436,4.0
2002,2002,Massachusetts,25,Male,M,350,3097770,11.3
2002,2002,Michigan,26,Female,F,79,5100171,1.5
2002,2002,Michigan,26,Male,M,148,4915539,3.0
2002,2002,Minnesota,27,Female,F,24,2531205,0.9
2002,2002,Minnesota,27,Male,M,71,2487730,2.9
2002,2002,Mississippi,28,Female,F,0,1475412,Unreliable
2002,2002,Mississippi,28,Male,M,26,1383269,1.9
2002,2002,Missouri,29,Female,F,60,2910476,2.1
2002,2002,Missouri,29,Male,M,129,2764349,4.7
2002,2002,Montana,30,Female,F,Suppressed,456712,Suppressed
2002,2002,Montana,30,Male,M,11,454955,Unreliable
2002,2002,Nebraska,31,Female,F,Suppressed,874803,Suppressed
2002,2002,Nebraska,31,Male,M,16,853489,Unreliable
2002,2002,Nevada,32,Female,F,70,1069764,6.5
2002,2002,Nevada,32,Male,M,150,1104027,13.6
2002,2002,New Hampshire,33,Female,F,28,643680,4.3
2002,2002,New Hampshire,33,Male,M,52,625409,8.3
2002,2002,New Jersey,34,Female,F,118,4398801,2.7
2002,2002,New Jersey,34,Male,M,368,4153842,8.9
2002,2002,New Mexico,35,Female,F,49,941856,5.2
2002,2002,New Mexico,35,Male,M,147,913453,16.1
2002,2002,New York,36,Female,F,144,9902927,1.5
2002,2002,New York,36,Male,M,411,9234873,4.5
2002,2002,North Carolina,37,Female,F,134,4250179,3.2
2002,2002,North Carolina,37,Male,M,273,4076022,6.7
2002,2002,North Dakota,38,Female,F,Suppressed,319017,Suppressed
2002,2002,North Dakota,38,Male,M,Suppressed,319151,Suppressed
2002,2002,Ohio,39,Female,F,142,5859385,2.4
2002,2002,Ohio,39,Male,M,279,5548504,5.0
2002,2002,Oklahoma,40,Female,F,65,1769080,3.7
2002,2002,Oklahoma,40,Male,M,81,1720000,4.7
2002,2002,Oregon,41,Female,F,76,1771126,4.3
2002,2002,Oregon,41,Male,M,117,1742298,6.7
2002,2002,Pennsylvania,42,Female,F,87,6363832,1.4
2002,2002,Pennsylvania,42,Male,M,258,5967199,4.3
2002,2002,Rhode Island,44,Female,F,18,553090,Unreliable
2002,2002,Rhode Island,44,Male,M,54,512905,10.5
2002,2002,South Carolina,45,Female,F,25,2111069,1.2
2002,2002,South Carolina,45,Male,M,56,1996726,2.8
2002,2002,South Dakota,46,Female,F,Suppressed,382328,Suppressed
2002,2002,South Dakota,46,Male,M,Suppressed,377692,Suppressed
2002,2002,Tennessee,47,Female,F,78,2971873,2.6
2002,2002,Tennessee,47,Male,M,89,2824045,3.2
2002,2002,Texas,48,Female,F,258,10914653,2.4
2002,2002,Texas,48,Male,M,481,10775672,4.5
2002,2002,Utah,49,Female,F,72,1158853,6.2
2002,2002,Utah,49,Male,M,131,1165962,11.2
2002,2002,Vermont,50,Female,F,13,312959,Unreliable
2002,2002,Vermont,50,Male,M,23,302483,7.6
2002,2002,Virginia,51,Female,F,98,3713695,2.6
2002,2002,Virginia,51,Male,M,254,3573178,7.1
2002,2002,Washington,53,Female,F,174,3036742,5.7
2002,2002,Washington,53,Male,M,281,3015607,9.3
2002,2002,West Virginia,54,Female,F,50,923841,5.4
2002,2002,West Virginia,54,Male,M,128,881573,14.5
2002,2002,Wisconsin,55,Female,F,63,2751697,2.3
2002,2002,Wisconsin,55,Male,M,110,2693465,4.1
2002,2002,Wyoming,56,Female,F,Suppressed,247785,Suppressed
2002,2002,Wyoming,56,Male,M,Suppressed,252232,Suppressed
2003,2003,Alabama,01,Female,F,17,2324069,Unreliable
2003,2003,Alabama,01,Male,M,32,2179422,1.5
2003,2003,Alaska,02,Female,F,Suppressed,313034,Suppressed
2003,2003,Alaska,02,Male,M,Suppressed,335380,Suppressed
2003,2003,Arizona,04,Female,F,123,2764077,4.4
2003,2003,Arizona,04,Male,M,217,2746287,7.9
2003,2003,Arkansas,05,Female,F,34,1391523,2.4
2003,2003,Arkansas,05,Male,M,55,1333293,4.1
2003,2003,California,06,Female,F,435,17709509,2.5
2003,2003,California,06,Male,M,963,17543650,5.5
2003,2003,Colorado,08,Female,F,63,2253214,2.8
2003,2003,Colorado,08,Male,M,150,2275518,6.6
2003,2003,Connecticut,09,Female,F,37,1793468,2.1
2003,2003,Connecticut,09,Male,M,130,1690868,7.7
2003,2003,Delaware,10,Female,F,Suppressed,420802,Suppressed
2003,2003,Delaware,10,Male,M,28,397201,7.0
2003,2003,District of Columbia,11,Female,F,19,300607,Unreliable
2003,2003,District of Columbia,11,Male,M,41,267895,15.3
2003,2003,Florida,12,Female,F,314,8697573,3.6
2003,2003,Florida,12,Male,M,729,8306512,8.8
2003,2003,Georgia,13,Female,F,87,4394952,2.0
2003,2003,Georgia,13,Male,M,149,4227841,3.5
2003,2003,Hawaii,15,Female,F,Suppressed,623753,Suppressed
2003,2003,Hawaii,15,Male,M,34,627401,5.4
2003,2003,Idaho,16,Female,F,27,679877,4.0
2003,2003,Idaho,16,Male,M,27,683503,4.0
2003,2003,Illinois,17,Female,F,125,6402859,2.0
2003,2003,Illinois,17,Male,M,335,6153147,5.4
2003,2003,Indiana,18,Female,F,38,3152366,1.2
2003,2003,Indiana,18,Male,M,89,3044272,2.9
2003,2003,Iowa,19,Female,F,13,1493907,Unreliable
2003,2003,Iowa,19,Male,M,25,1448092,1.7
2003,2003,Kansas,20,Female,F,29,1377415,2.1
2003,2003,Kansas,20,Male,M,46,1345589,3.4
2003,2003,Kentucky,21,Female,F,83,2102308,3.9
2003,2003,Kentucky,21,Male,M,151,2014862,7.5
2003,2003,Louisiana,22,Female,F,31,2327153,1.3
2003,2003,Louisiana,22,Male,M,90,2193889,4.1
2003,2003,Maine,23,Female,F,29,668680,4.3
2003,2003,Maine,23,Male,M,57,637833,8.9
2003,2003,Maryland,24,Female,F,148,2843847,5.2
2003,2003,Maryland,24,Male,M,410,2652422,15.5
2003,2003,Massachusetts,25,Female,F,147,3320817,4.4
2003,2003,Massachusetts,25,Male,M,441,3101748,14.2
2003,2003,Michigan,26,Female,F,98,5110521,1.9
2003,2003,Michigan,26,Male,M,155,4930631,3.1
2003,2003,Minnesota,27,Female,F,32,2546999,1.3
2003,2003,Minnesota,27,Male,M,74,2506573,3.0
2003,2003,Mississippi,28,Female,F,11,1479611,Unreliable
2003,2003,Mississippi,28,Male,M,20,1388701,1.4
2003,2003,Missouri,29,Female,F,92,2926556,3.1
2003,2003,Missouri,29,Male,M,179,2782847,6.4
2003,2003,Montana,30,Female,F,19,460116,Unreliable
2003,2003,Montana,30,Male,M,22,459514,4.8
2003,2003,Nebraska,31,Female,F,Suppressed,879362,Suppressed
2003,2003,Nebraska,31,Male,M,Suppressed,859281,Suppressed
2003,2003,Nevada,32,Female,F,93,1108135,8.4
2003,2003,Nevada,32,Male,M,151,1140715,13.2
2003,2003,New Hampshire,33,Female,F,26,648513,4.0
2003,2003,New Hampshire,33,Male,M,66,631327,10.5
2003,2003,New Jersey,34,Female,F,106,4421964,2.4
2003,2003,New Jersey,34,Male,M,339,4179438,8.1
2003,2003,New Mexico,35,Female,F,68,952303,7.1
2003,2003,New Mexico,35,Male,M,150,925271,16.2
2003,2003,New York,36,Female,F,138,9917810,1.4
2003,2003,New York,36,Male,M,438,9258129,4.7
2003,2003,North Carolina,37,Female,F,202,4313901,4.7
2003,2003,North Carolina,37,Male,M,294,4108600,7.2
2003,2003,North Dakota,38,Female,F,Suppressed,318896,Suppressed
2003,2003,North Dakota,38,Male,M,Suppressed,319921,Suppressed
2003,2003,Ohio,39,Female,F,112,5868535,1.9
2003,2003,Ohio,39,Male,M,253,5566253,4.5
2003,2003,Oklahoma,40,Female,F,95,1777723,5.3
2003,2003,Oklahoma,40,Male,M,159,1727169,9.2
2003,2003,Oregon,41,Female,F,79,1788805,4.4
2003,2003,Oregon,41,Male,M,130,1758571,7.4
2003,2003,Pennsylvania,42,Female,F,129,6377894,2.0
2003,2003,Pennsylvania,42,Male,M,341,5996764,5.7
2003,2003,Rhode Island,44,Female,F,24,555590,4.3
2003,2003,Rhode Island,44,Male,M,75,515752,14.5
2003,2003,South Carolina,45,Female,F,37,2133967,1.7
2003,2003,South Carolina,45,Male,M,55,2016330,2.7
2003,2003,South Dakota,46,Female,F,Suppressed,383633,Suppressed
2003,2003,South Dakota,46,Male,M,Suppressed,380096,Suppressed
2003,2003,Tennessee,47,Female,F,121,3000983,4.0
2003,2003,Tennessee,47,Male,M,173,2846829,6.1
2003,2003,Texas,48,Female,F,282,11095953,2.5
2003,2003,Texas,48,Male,M,509,10934978,4.7
2003,2003,Utah,49,Female,F,106,1175867,9.0
2003,2003,Utah,49,Male,M,152,1184270,12.8
2003,2003,Vermont,50,Female,F,11,314206,Unreliable
2003,2003,Vermont,50,Male,M,34,303652,11.2
2003,2003,Virginia,51,Female,F,130,3757780,3.5
2003,2003,Virginia,51,Male,M,232,3609197,6.4
2003,2003,Washington,53,Female,F,173,3065739,5.6
2003,2003,Washington,53,Male,M,298,3038376,9.8
2003,2003,West Virginia,54,Female,F,57,925835,6.2
2003,2003,West Virginia,54,Male,M,136,886460,15.3
2003,2003,Wisconsin,55,Female,F,60,2766901,2.2
2003,2003,Wisconsin,55,Male,M,140,2712302,5.2
2003,2003,Wyoming,56,Female,F,Suppressed,249128,Suppressed
2003,2003,Wyoming,56,Male,M,Suppressed,254325,Suppressed
2004,2004,Alabama,01,Female,F,29,2337857,1.2
2004,2004,Alabama,01,Male,M,54,2192872,2.5
2004,2004,Alaska,02,Female,F,Suppressed,317807,Suppressed
2004,2004,Alaska,02,Male,M,Suppressed,341479,Suppressed
2004,2004,Arizona,04,Female,F,107,2835606,3.8
2004,2004,Arizona,04,Male,M,237,2816798,8.4
2004,2004,Arkansas,05,Female,F,56,1403048,4.0
2004,2004,Arkansas,05,Male,M,71,1346638,5.3
2004,2004,California,06,Female,F,486,17871415,2.7
2004,2004,California,06,Male,M,927,17703161,5.2
2004,2004,Colorado,08,Female,F,69,2274511,3.0
2004,2004,Colorado,08,Male,M,155,2300502,6.7
2004,2004,Connecticut,09,Female,F,49,1798078,2.7
2004,2004,Connecticut,09,Male,M,144,1698016,8.5
2004,2004,Delaware,10,Female,F,11,427320,Unreliable
2004,2004,Delaware,10,Male,M,24,403483,5.9
2004,2004,District of Columbia,11,Female,F,13,300284,Unreliable
2004,2004,District of Columbia,11,Male,M,40,267470,15.0
2004,2004,Florida,12,Female,F,411,8902447,4.6
2004,2004,Florida,12,Male,M,785,8512871,9.2
2004,2004,Georgia,13,Female,F,102,4463524,2.3
2004,2004,Georgia,13,Male,M,156,4305728,3.6
2004,2004,Hawaii,15,Female,F,15,636864,Unreliable
2004,2004,Hawaii,15,Male,M,42,636705,6.6
2004,2004,Idaho,16,Female,F,19,693186,Unreliable
2004,2004,Idaho,16,Male,M,28,698616,4.0
2004,2004,Illinois,17,Female,F,128,6414209,2.0
2004,2004,Illinois,17,Male,M,404,6175564,6.5
2004,2004,Indiana,18,Female,F,38,3168952,1.2
2004,2004,Indiana,18,Male,M,100,3064055,3.3
2004,2004,Iowa,19,Female,F,26,1498888,1.7
2004,2004,Iowa,19,Male,M,35,1454747,2.4
2004,2004,Kansas,20,Female,F,46,1382396,3.3
2004,2004,Kansas,20,Male,M,70,1351977,5.2
2004,2004,Kentucky,21,Female,F,75,2112051,3.6
2004,2004,Kentucky,21,Male,M,146,2034050,7.2
2004,2004,Louisiana,22,Female,F,51,2338753,2.2
2004,2004,Louisiana,22,Male,M,93,2213485,4.2
2004,2004,Maine,23,Female,F,32,671862,4.8
2004,2004,Maine,23,Male,M,66,641826,10.3
2004,2004,Maryland,24,Female,F,139,2870043,4.8
2004,2004,Maryland,24,Male,M,347,2676892,13.0
2004,2004,Massachusetts,25,Female,F,128,3314634,3.9
2004,2004,Massachusetts,25,Male,M,331,3097647,10.7
2004,2004,Michigan,26,Female,F,116,5117929,2.3
2004,2004,Michigan,26,Male,M,235,4937386,4.8
2004,2004,Minnesota,27,Female,F,50,2564037,2.0
2004,2004,Minnesota,27,Male,M,85,2523676,3.4
2004,2004,Mississippi,28,Female,F,Suppressed,1490115,Suppressed
2004,2004,Mississippi,28,Male,M,18,1398895,Unreliable
2004,2004,Missouri,29,Female,F,98,2942685,3.3
2004,2004,Missouri,29,Male,M,177,2805056,6.3
2004,2004,Montana,30,Female,F,19,465000,Unreliable
2004,2004,Montana,30,Male,M,26,465009,5.6
2004,2004,Nebraska,31,Female,F,11,883984,Unreliable
2004,2004,Nebraska,31,Male,M,15,865386,Unreliable
2004,2004,Nevada,32,Female,F,113,1156586,9.8
2004,2004,Nevada,32,Male,M,162,1189636,13.6
2004,2004,New Hampshire,33,Female,F,31,653845,4.7
2004,2004,New Hampshire,33,Male,M,59,636276,9.3
2004,2004,New Jersey,34,Female,F,89,4436964,2.0
2004,2004,New Jersey,34,Male,M,223,4197597,5.3
2004,2004,New Mexico,35,Female,F,64,964738,6.6
2004,2004,New Mexico,35,Male,M,121,939070,12.9
2004,2004,New York,36,Female,F,130,9913527,1.3
2004,2004,New York,36,Male,M,349,9258040,3.8
2004,2004,North Carolina,37,Female,F,230,4376070,5.3
2004,2004,North Carolina,37,Male,M,332,4177082,7.9
2004,2004,North Dakota,38,Female,F,Suppressed,321008,Suppressed
2004,2004,North Dakota,38,Male,M,Suppressed,323697,Suppressed
2004,2004,Ohio,39,Female,F,183,5874411,3.1
2004,2004,Ohio,39,Male,M,332,5577840,6.0
2004,2004,Oklahoma,40,Female,F,109,1784671,6.1
